deviceId,bucket,lat,long,pm1_0,pm2_5,pm10,n_readings
0000000029c36345,2021-01-16 16:15:00+05:30,28.667018,77.223671,94.5,159.0,171.5,270
0000000029c36345,2021-01-16 16:30:00+05:30,28.6582508125,77.23673779999999,92.0,155.0,165.0,262
0000000029c36345,2021-01-16 16:45:00+05:30,28.641736,77.240494,104.0,174.5,186.0,230
0000000029c36345,2021-01-16 17:00:00+05:30,28.613037,77.240509,97.0,169.0,184.0,279
0000000029c36345,2021-01-16 17:15:00+05:30,28.565622000000005,77.2407973,131.0,222.0,236.0,234
0000000029c36345,2021-01-16 17:30:00+05:30,28.5619692,77.25485431081081,133.5,227.0,244.5,14
0000000029c36345,2021-01-16 17:45:00+05:30,28.512905,77.29788620000002,132.0,222.0,238.0,25
0000000029c36345,2021-01-16 19:45:00+05:30,28.666629545454544,77.22659300000002,148.0,255.0,275.0,205
0000000029c36345,2021-01-16 20:00:00+05:30,28.667035538461537,77.22761440000002,145.0,248.0,268.0,271
0000000029c36345,2021-01-16 20:15:00+05:30,28.6561521875,77.2368406,145.0,249.0,267.5,262
0000000029c36345,2021-01-16 20:30:00+05:30,28.62072,77.24056999999998,158.0,275.0,292.0,231
0000000029c36345,2021-01-16 20:45:00+05:30,28.566511,77.240799,173.0,300.0,319.0,253
0000000029c36345,2021-01-16 21:00:00+05:30,28.547441,77.27669499999998,177.0,305.0,325.0,269
0000000029c36345,2021-01-16 21:15:00+05:30,28.5006445,77.301186,168.0,288.5,307.0,118
0000000029c36345,2021-01-16 21:45:00+05:30,28.493555,77.303177,171.0,291.0,317.0,49
0000000029c36345,2021-01-16 22:00:00+05:30,28.5395525,77.28252800000001,167.0,289.0,307.0,200
0000000029c36345,2021-01-16 22:15:00+05:30,28.56228381818181,77.25067636363636,158.0,273.0,292.0,209
0000000029c36345,2021-01-16 22:30:00+05:30,28.579695,77.233162,173.0,298.0,318.0,189
0000000029c36345,2021-01-16 22:45:00+05:30,28.579227000000003,77.233406,176.0,301.0,320.0,211
0000000029c36345,2021-01-16 23:00:00+05:30,28.57937,77.23410399999999,168.0,291.0,310.0,252
0000000029c36345,2021-01-16 23:15:00+05:30,28.579395,77.23426925,164.0,288.0,306.0,290
0000000029c36345,2021-01-16 23:30:00+05:30,28.579346,77.234245,165.0,291.0,315.0,301
0000000029c36345,2021-01-16 23:45:00+05:30,28.57929600000001,77.234566,169.0,290.5,310.0,300
0000000029c36345,2021-01-17 00:00:00+05:30,28.579317,77.2349366,164.0,285.0,304.0,243
0000000029c36345,2021-01-17 00:15:00+05:30,28.579475,77.23498939999999,160.0,279.0,299.0,286
0000000029c36345,2021-01-17 00:30:00+05:30,28.579338,77.23005699999999,158.0,278.0,298.0,260
0000000029c36345,2021-01-17 00:45:00+05:30,28.579397,77.230003,153.0,271.0,289.0,289
0000000029c36345,2021-01-17 01:00:00+05:30,28.5793626,77.230064,145.0,254.0,275.0,272
0000000029c36345,2021-01-17 01:15:00+05:30,28.579378,77.23005699999999,137.0,238.0,255.0,283
0000000029c36345,2021-01-17 01:30:00+05:30,28.579484,77.2262595,127.0,221.0,238.0,258
0000000029c36345,2021-01-17 01:45:00+05:30,28.579473199999995,77.22625,121.0,212.0,227.0,298
0000000029c36345,2021-01-17 02:00:00+05:30,28.5794394,77.22625,116.0,202.0,217.0,308
0000000029c36345,2021-01-17 02:15:00+05:30,28.5792546,77.22641800000002,116.0,202.0,218.0,298
0000000029c36345,2021-01-17 02:30:00+05:30,28.579439,77.23292733333334,110.0,190.5,205.0,310
0000000029c36345,2021-01-17 02:45:00+05:30,28.5794236,77.232948,110.0,191.0,207.0,289
0000000029c36345,2021-01-17 03:00:00+05:30,28.579444237500006,77.2329646,101.0,173.0,186.0,298
0000000029c36345,2021-01-17 03:15:00+05:30,28.57935825,77.232986,97.0,166.0,180.0,291
0000000029c36345,2021-01-17 03:30:00+05:30,28.5794576,77.23296959999998,96.0,166.0,179.0,247
0000000029c36345,2021-01-17 03:45:00+05:30,28.579472,77.232941,98.0,171.0,183.0,318
0000000029c36345,2021-01-17 04:00:00+05:30,28.579451,77.232979,102.0,176.0,190.0,307
0000000029c36345,2021-01-17 04:15:00+05:30,28.5793716,77.234879,118.0,213.0,230.0,289
0000000029c36345,2021-01-17 04:30:00+05:30,28.579308,77.228973,131.0,232.0,252.0,292
0000000029c36345,2021-01-17 04:45:00+05:30,28.579288,77.2289614,127.0,229.0,247.0,309
0000000029c36345,2021-01-17 05:00:00+05:30,28.579313,77.228973,122.0,224.0,245.0,296
0000000029c36345,2021-01-17 05:15:00+05:30,28.579329,77.2281816,122.0,231.0,256.0,304
0000000029c36345,2021-01-17 05:30:00+05:30,28.583574,77.234421,118.0,227.0,253.0,217
0000000029c36345,2021-01-17 05:45:00+05:30,28.557071,77.265114,112.0,202.0,221.0,267
0000000029c36345,2021-01-17 06:00:00+05:30,28.513985,77.297211,106.0,191.0,209.0,145
0000000029c36345,2021-01-17 06:15:00+05:30,28.51815445454545,77.29553036363636,118.0,216.0,235.0,7
0000000029c36345,2021-01-17 06:30:00+05:30,28.550892,77.2710465,118.0,216.0,237.0,249
0000000029c36345,2021-01-17 06:45:00+05:30,28.57251,77.23884118181819,115.0,211.0,233.0,225
0000000029c36345,2021-01-17 07:00:00+05:30,28.626701,77.240486,114.0,213.0,241.0,257
0000000029c36345,2021-01-17 07:15:00+05:30,28.666887,77.22614975,120.0,221.0,244.0,223
0000000029c36345,2021-01-17 07:45:00+05:30,28.666764399999998,77.221199,112.0,201.0,222.0,130
0000000029c36345,2021-01-17 08:00:00+05:30,28.666881875,77.221001,113.0,201.0,221.0,225
0000000029c36345,2021-01-17 08:15:00+05:30,28.65091545454545,77.23859154545455,125.0,227.0,248.0,27
0000000029c36345,2021-01-17 08:45:00+05:30,28.555403666666663,77.2702065,126.0,222.0,244.5,46
0000000029c36345,2021-01-17 09:00:00+05:30,28.512712,77.29798100000002,120.0,215.0,235.0,57
0000000029c36345,2021-01-17 16:30:00+05:30,28.586641181818184,77.240189,151.0,279.0,305.0,113
0000000029c36345,2021-01-17 16:45:00+05:30,28.561727171428572,77.25918528571427,149.0,274.0,297.0,66
0000000029c36345,2021-01-17 17:00:00+05:30,28.52335975,77.293056625,146.0,268.0,291.0,185
0000000029c36345,2021-01-17 17:15:00+05:30,28.492916,77.303719,154.0,295.0,323.0,5
0000000029c36345,2021-01-17 18:30:00+05:30,28.54266,77.279823,153.0,283.0,306.0,23
0000000029c36345,2021-01-17 18:45:00+05:30,28.5624400625,77.25104139999998,165.5,307.0,332.0,36
0000000029c36345,2021-01-17 19:00:00+05:30,28.60469305,77.236042,141.0,256.5,274.0,38
0000000029c36345,2021-01-17 19:15:00+05:30,28.639587,77.24082433333334,141.0,258.0,282.0,223
0000000029c36345,2021-01-17 19:30:00+05:30,28.6484545,77.23966575,160.0,296.5,320.0,4
0000000029c36345,2021-01-17 22:30:00+05:30,28.579525,77.23285480000001,113.0,208.0,230.0,31
0000000029c36345,2021-01-17 22:45:00+05:30,28.579267545454545,77.23288000000002,114.0,211.0,234.0,205
0000000029c36345,2021-01-17 23:00:00+05:30,28.579273,77.234085,111.0,205.0,224.0,159
0000000029c36345,2021-01-17 23:15:00+05:30,28.579288,77.234413,111.0,206.0,225.0,240
0000000029c36345,2021-01-17 23:30:00+05:30,28.57940300000001,77.234489,109.0,203.0,222.0,194
0000000029c36345,2021-01-17 23:45:00+05:30,28.579487,77.2350238,108.0,199.0,218.0,206
0000000029c36345,2021-01-18 00:00:00+05:30,28.5794965,77.232834,111.0,205.0,227.0,183
0000000029c36345,2021-01-18 00:15:00+05:30,28.5797039,77.22973199999998,110.5,208.0,231.0,8
0000000029c36345,2021-01-18 00:30:00+05:30,28.57945475,77.22641975000002,110.0,206.0,228.0,192
0000000029c36345,2021-01-18 00:45:00+05:30,28.579428000000004,77.226318,113.0,210.0,232.0,281
0000000029c36345,2021-01-18 01:00:00+05:30,28.579224,77.22663875,105.0,193.0,211.0,288
0000000029c36345,2021-01-18 01:15:00+05:30,28.579407,77.23410916666666,105.0,192.0,212.0,296
0000000029c36345,2021-01-18 01:30:00+05:30,28.579337017045454,77.23455,103.0,189.0,206.0,306
0000000029c36345,2021-01-18 01:45:00+05:30,28.579374,77.234573,104.0,193.0,211.5,304
0000000029c36345,2021-01-18 02:00:00+05:30,28.579241,77.23349,103.0,189.0,208.0,303
0000000029c36345,2021-01-18 02:15:00+05:30,28.579317,77.23350500000002,104.0,191.0,209.0,293
0000000029c36345,2021-01-18 02:30:00+05:30,28.579288,77.233498,106.0,194.0,211.0,317
0000000029c36345,2021-01-18 02:45:00+05:30,28.5792894,77.233452,113.0,208.0,227.0,260
0000000029c36345,2021-01-18 03:00:00+05:30,28.57926,77.233528,116.0,212.0,232.0,313
0000000029c36345,2021-01-18 03:15:00+05:30,28.579187,77.233536,117.0,217.0,237.0,298
0000000029c36345,2021-01-18 03:30:00+05:30,28.579292,77.2336613090909,117.0,215.0,235.0,230
0000000029c36345,2021-01-18 03:45:00+05:30,28.57926,77.23365799999998,115.0,213.0,232.0,298
0000000029c36345,2021-01-18 04:00:00+05:30,28.579252,77.233696,114.0,211.0,231.0,287
0000000029c36345,2021-01-18 04:15:00+05:30,28.579199,77.23364079999998,115.0,212.0,232.0,305
0000000029c36345,2021-01-18 04:30:00+05:30,28.5793072,77.233627,116.0,213.0,234.0,275
0000000029c36345,2021-01-18 04:45:00+05:30,28.579229,77.233643,121.0,223.0,243.0,284
0000000029c36345,2021-01-18 05:00:00+05:30,28.579191,77.23365,115.0,212.0,232.0,293
0000000029c36345,2021-01-18 05:15:00+05:30,28.579277,77.2336694,117.0,212.0,232.0,296
0000000029c36345,2021-01-18 05:30:00+05:30,28.579378,77.23362,112.0,207.0,225.0,300
0000000029c36345,2021-01-18 05:45:00+05:30,28.57935775,77.23355008749999,120.0,218.0,236.5,288
0000000029c36345,2021-01-18 06:00:00+05:30,28.579415500000003,77.22697699999998,120.0,222.0,244.0,291
0000000029c36345,2021-01-18 06:15:00+05:30,28.57929,77.23221600000002,208.0,371.0,394.0,300
0000000029c36345,2021-01-18 06:30:00+05:30,28.579327050000003,77.23160568749998,133.0,240.0,260.5,266
0000000029c36345,2021-01-18 06:45:00+05:30,28.580372,77.225723,130.0,239.0,262.0,227
0000000029c36345,2021-01-18 07:00:00+05:30,28.557661,77.263504,125.0,231.0,252.0,187
0000000029c36345,2021-01-18 07:15:00+05:30,28.514718000000002,77.29714200000001,130.0,241.0,265.0,232
0000000029c36345,2021-01-18 07:30:00+05:30,28.5216864,77.293631,137.0,255.5,280.0,64
0000000029c36345,2021-01-18 07:45:00+05:30,28.53171,77.286873,131.0,244.0,261.0,13
0000000029c36345,2021-01-18 08:45:00+05:30,28.6574162,77.23670736363636,147.0,276.0,303.0,127
0000000029c36345,2021-01-18 09:00:00+05:30,28.626300428571426,77.2405519,141.5,266.0,293.5,270
0000000029c36345,2021-01-18 09:15:00+05:30,28.566923,77.24066175,131.0,240.0,262.0,281
0000000029c36345,2021-01-18 09:30:00+05:30,28.540240500000003,77.28222675,124.0,226.0,248.0,298
0000000029c36345,2021-01-18 09:45:00+05:30,28.497110750000004,77.3023665,131.0,237.0,262.0,107
0000000029c36345,2021-01-18 10:00:00+05:30,28.493986,77.303123,113.0,200.0,218.0,151
0000000029c36345,2021-01-18 10:15:00+05:30,28.4940438125,77.30315025,113.0,198.0,215.5,78
0000000029c36345,2021-01-18 10:30:00+05:30,28.5369955,77.28427471428571,112.0,202.5,220.5,46
0000000029c36345,2021-01-18 10:45:00+05:30,28.55230631818182,77.264408,117.5,211.5,238.5,36
0000000029c36345,2021-01-18 12:15:00+05:30,28.66750900000001,77.22253075,126.0,218.0,235.0,76
0000000029c36345,2021-01-18 12:30:00+05:30,28.669735,77.23092649999998,128.0,220.0,230.0,2
0000000029c36345,2021-01-18 12:45:00+05:30,28.669136,77.228539,141.0,241.0,261.0,235
0000000029c36345,2021-01-18 13:00:00+05:30,28.637268,77.241051,107.0,185.0,201.0,54
0000000029c36345,2021-01-18 13:15:00+05:30,28.613245000000003,77.2404785,94.0,163.0,176.0,182
0000000029c36345,2021-01-18 15:30:00+05:30,28.577665500000002,77.23898843749998,84.0,141.0,150.5,30
0000000029c36345,2021-01-18 15:45:00+05:30,28.60721133333333,77.239853,81.0,135.0,145.0,63
0000000029c36345,2021-01-18 16:00:00+05:30,28.640348,77.240845,83.0,138.0,147.0,27
0000000029c36345,2021-01-18 16:15:00+05:30,28.651162,77.238121,79.0,132.5,142.0,164
0000000029c36345,2021-01-18 16:30:00+05:30,28.659037,77.23650400000002,80.0,132.0,143.5,272
0000000029c36345,2021-01-18 16:45:00+05:30,28.667591,77.2228824,88.0,148.0,163.5,108
0000000029c36345,2021-01-18 17:00:00+05:30,28.6681842,77.22945787500001,96.0,158.0,169.5,124
0000000029c36345,2021-01-18 17:15:00+05:30,28.6401,77.246078,97.0,161.0,172.0,275
0000000029c36345,2021-01-18 17:30:00+05:30,28.627665000000004,77.241341,101.0,167.0,181.0,37
0000000029c36345,2021-01-18 22:45:00+05:30,28.57930125,77.23415,223.0,387.5,408.0,68
0000000029c36345,2021-01-18 23:00:00+05:30,28.579259875,77.23451999999997,220.0,385.0,408.0,217
0000000029c36345,2021-01-18 23:15:00+05:30,28.579272576923078,77.234879,222.0,391.0,411.0,194
0000000029c36345,2021-01-18 23:30:00+05:30,28.579281,77.22673,238.0,429.0,453.0,293
0000000029c36345,2021-01-18 23:45:00+05:30,28.57937,77.23105600000002,242.0,434.0,457.0,310
0000000029c36345,2021-01-19 00:00:00+05:30,28.579336875,77.231026,242.0,434.0,460.0,307
0000000029c36345,2021-01-19 00:15:00+05:30,28.579321000000004,77.23105600000002,238.0,425.0,450.0,308
0000000029c36345,2021-01-19 00:30:00+05:30,28.579367,77.231041,238.0,426.0,450.0,304
0000000029c36345,2021-01-19 00:45:00+05:30,28.579374,77.231026,244.0,448.0,473.0,302
0000000029c36345,2021-01-19 01:00:00+05:30,28.579424,77.230965,245.0,451.0,479.0,312
0000000029c36345,2021-01-19 01:15:00+05:30,28.579357,77.231003,254.0,474.0,503.0,319
0000000029c36345,2021-01-19 01:30:00+05:30,28.579353,77.231026,248.0,460.0,488.0,319
0000000029c36345,2021-01-19 01:45:00+05:30,28.5793151875,77.23107900000002,244.0,448.0,473.0,310
0000000029c36345,2021-01-19 02:00:00+05:30,28.579378,77.231049,239.0,440.0,465.0,314
0000000029c36345,2021-01-19 02:15:00+05:30,28.579429,77.231003,242.0,447.0,474.0,323
0000000029c36345,2021-01-19 02:30:00+05:30,28.579386,77.231026,242.0,450.0,476.0,322
0000000029c36345,2021-01-19 02:45:00+05:30,28.579386,77.23106806250001,243.5,457.0,485.0,318
0000000029c36345,2021-01-19 03:00:00+05:30,28.579435062500004,77.231099,242.0,454.0,481.0,314
0000000029c36345,2021-01-19 03:15:00+05:30,28.579338,77.231071,239.0,447.0,475.0,309
0000000029c36345,2021-01-19 03:30:00+05:30,28.579386,77.231041,243.0,459.0,489.0,299
0000000029c36345,2021-01-19 03:45:00+05:30,28.579342,77.231033,242.0,459.0,489.0,300
0000000029c36345,2021-01-19 04:00:00+05:30,28.57935,77.231087,240.0,452.0,481.0,300
0000000029c36345,2021-01-19 04:15:00+05:30,28.579338,77.231064,240.0,454.0,483.0,300
0000000029c36345,2021-01-19 04:30:00+05:30,28.579409,77.231041,239.0,452.0,481.0,300
0000000029c36345,2021-01-19 04:45:00+05:30,28.579418,77.231041,238.0,451.0,481.0,299
0000000029c36345,2021-01-19 05:00:00+05:30,28.57937,77.23105600000002,241.0,463.0,495.0,300
0000000029c36345,2021-01-19 05:15:00+05:30,28.579302,77.23481,245.0,473.0,505.0,299
0000000029c36345,2021-01-19 05:30:00+05:30,28.579346,77.227806,249.0,485.0,520.0,297
0000000029c36345,2021-01-19 05:45:00+05:30,28.5808985,77.237999,248.0,486.5,520.0,262
0000000029c36345,2021-01-19 06:00:00+05:30,28.5536415,77.27220575000001,247.0,487.0,525.0,298
0000000029c36345,2021-01-19 06:15:00+05:30,28.496668,77.302681,238.0,462.0,494.0,243
0000000029c36345,2021-01-19 06:30:00+05:30,28.5323365,77.286922,249.0,494.0,530.0,272
0000000029c36345,2021-01-19 06:45:00+05:30,28.563244,77.25030925,250.0,499.0,537.0,290
0000000029c36345,2021-01-19 07:00:00+05:30,28.608498,77.240223,245.0,493.5,536.0,296
0000000029c36345,2021-01-19 07:15:00+05:30,28.656576625,77.23650982692308,246.0,488.0,525.0,292
0000000029c36345,2021-01-19 08:15:00+05:30,28.6175968,77.24040085,238.0,482.0,525.0,114
0000000029c36345,2021-01-19 08:30:00+05:30,28.565943,77.24108100000002,229.0,449.0,487.0,145
0000000029c36345,2021-01-19 08:45:00+05:30,28.5528765,77.27301399999997,224.0,434.0,469.0,223
0000000029c36345,2021-01-19 09:00:00+05:30,28.51814459090909,77.2956875,220.0,424.0,456.5,114
0000000029c36345,2021-01-19 09:45:00+05:30,28.493320437500003,77.303001,180.0,331.0,356.5,160
0000000029c36345,2021-01-19 10:00:00+05:30,28.493381250000006,77.30326739999998,188.0,356.0,385.0,246
0000000029c36345,2021-01-19 10:30:00+05:30,28.527318800000007,77.28960679999999,172.0,319.0,345.5,76
0000000029c36345,2021-01-19 11:00:00+05:30,28.565491,77.23751800000002,179.0,326.0,353.0,167
0000000029c36345,2021-01-19 11:15:00+05:30,28.6069,77.240166,171.0,318.0,351.5,200
0000000029c36345,2021-01-19 12:15:00+05:30,28.6689575,77.2283428125,121.5,201.0,217.0,22
0000000029c36345,2021-01-19 12:30:00+05:30,28.650254125000004,77.238723125,129.0,214.0,230.0,9
0000000029c36345,2021-01-19 12:45:00+05:30,28.6146565,77.24025,141.0,244.5,265.5,38
0000000029c36345,2021-01-19 13:00:00+05:30,28.592019,77.240211,129.0,219.0,235.0,27
0000000029c36345,2021-01-19 13:30:00+05:30,28.53464090909091,77.28597200000002,112.0,191.0,204.0,10
0000000029c36345,2021-01-19 14:15:00+05:30,28.512471500000004,77.29805350000002,113.0,184.5,201.5,10
0000000029c36345,2021-01-19 14:30:00+05:30,28.546040250000004,77.278366,114.0,191.5,207.0,104
0000000029c36345,2021-01-19 14:45:00+05:30,28.5648268,77.24959149999998,112.0,190.0,205.0,144
0000000029c36345,2021-01-19 15:00:00+05:30,28.575291,77.2373173,108.0,181.0,195.0,262
0000000029c36345,2021-01-19 15:15:00+05:30,28.6186365,77.24059700000001,110.0,186.0,201.0,230
0000000029c36345,2021-01-19 15:30:00+05:30,28.645569,77.24024600000001,110.0,185.0,201.0,205
0000000029c36345,2021-01-19 15:45:00+05:30,28.65668653846153,77.23702599999999,105.0,176.0,188.0,267
0000000029c36345,2021-01-19 16:00:00+05:30,28.66775185714286,77.22602590000001,104.0,173.0,186.0,220
0000000029c36345,2021-01-19 16:15:00+05:30,28.666869625,77.221809,111.0,189.0,203.0,167
0000000029c36345,2021-01-19 16:30:00+05:30,28.665671542857144,77.22998,109.0,183.0,198.0,62
0000000029c36345,2021-01-19 16:45:00+05:30,28.663818,77.235368375,111.0,184.0,197.0,215
0000000029c36345,2021-01-19 17:00:00+05:30,28.629527045454545,77.248214375,101.0,168.0,181.0,268
0000000029c36345,2021-01-19 17:15:00+05:30,28.60887,77.240486,103.0,175.0,191.0,143
0000000029c36345,2021-01-19 17:30:00+05:30,28.564758,77.2496328888889,103.0,176.0,191.0,197
0000000029c36345,2021-01-19 17:45:00+05:30,28.540792,77.281952,109.0,183.0,198.0,295
0000000029c36345,2021-01-19 18:00:00+05:30,28.512904,77.2979735,111.0,186.0,202.0,173
0000000029c36345,2021-01-19 18:30:00+05:30,28.523649,77.29298399999998,111.0,189.0,204.0,83
0000000029c36345,2021-01-19 18:45:00+05:30,28.5461670625,77.2780049,110.0,185.0,202.0,288
0000000029c36345,2021-01-19 19:00:00+05:30,28.562210399999998,77.25149289999999,106.0,181.0,197.5,226
0000000029c36345,2021-01-19 19:15:00+05:30,28.565214,77.23747725,101.0,169.0,183.0,283
0000000029c36345,2021-01-19 19:30:00+05:30,28.588009000000003,77.239891,107.0,180.0,195.0,33
0000000029c36345,2021-01-19 20:15:00+05:30,28.624577,77.24086779999998,100.0,172.0,187.0,135
0000000029c36345,2021-01-19 20:30:00+05:30,28.648509272727274,77.24598527272728,115.0,197.0,212.0,27
0000000029c36345,2021-01-19 20:45:00+05:30,28.668568750000002,77.22649949999999,120.0,205.0,224.0,34
0000000029c36345,2021-01-19 21:00:00+05:30,28.666487,77.2216835,121.0,206.0,222.5,66
0000000029c36345,2021-01-19 21:15:00+05:30,28.650349499999997,77.2387045,116.5,197.5,215.5,68
0000000029c36345,2021-01-19 21:45:00+05:30,28.5932675,77.24011599999999,90.0,155.0,169.0,36
0000000029c36345,2021-01-19 22:00:00+05:30,28.593199,77.24023771428573,96.5,161.5,169.0,26
0000000029c36345,2021-01-19 22:15:00+05:30,28.593176,77.240227,89.0,151.5,163.0,184
0000000029c36345,2021-01-19 22:30:00+05:30,28.581665,77.229057,85.0,146.0,159.0,209
0000000029c36345,2021-01-19 22:45:00+05:30,28.579427875,77.23326899999998,83.0,141.0,152.0,270
0000000029c36345,2021-01-19 23:00:00+05:30,28.57942633333333,77.233231,93.0,163.0,176.0,279
0000000029c36345,2021-01-19 23:15:00+05:30,28.57935,77.233253,89.0,154.0,169.0,237
0000000029c36345,2021-01-19 23:30:00+05:30,28.579273,77.23321700000002,83.0,142.0,154.0,256
0000000029c36345,2021-01-19 23:45:00+05:30,28.579378,77.233292,78.0,134.0,146.0,253
0000000029c36345,2021-01-20 00:00:00+05:30,28.579065000000003,77.228279,77.0,134.0,146.0,95
0000000029c36345,2021-01-20 00:15:00+05:30,28.579203000000003,77.22864150000001,79.5,136.5,147.0,54
0000000029c36345,2021-01-20 00:30:00+05:30,28.579317,77.22798900000002,79.0,136.0,148.0,277
0000000029c36345,2021-01-20 00:45:00+05:30,28.57933400000001,77.227922,80.0,138.0,151.0,290
0000000029c36345,2021-01-20 01:00:00+05:30,28.57935933333333,77.227913,81.0,142.0,155.0,291
0000000029c36345,2021-01-20 01:15:00+05:30,28.579409,77.227882,82.0,142.0,155.0,299
0000000029c36345,2021-01-20 01:30:00+05:30,28.579425399999995,77.227875,81.0,142.0,154.0,299
0000000029c36345,2021-01-20 01:45:00+05:30,28.57938325,77.22789399999998,83.0,144.0,157.0,301
0000000029c36345,2021-01-20 02:00:00+05:30,28.579367,77.227875,84.0,147.0,160.0,291
0000000029c36345,2021-01-20 02:15:00+05:30,28.579357,77.227936,85.0,149.0,163.0,301
0000000029c36345,2021-01-20 02:30:00+05:30,28.579390136363635,77.227951,85.0,147.0,162.0,326
0000000029c36345,2021-01-20 02:45:00+05:30,28.579385449999997,77.22794300000002,81.0,142.0,156.0,306
0000000029c36345,2021-01-20 03:00:00+05:30,28.57931466666667,77.22798900000002,78.0,138.0,151.0,301
0000000029c36345,2021-01-20 03:15:00+05:30,28.579367,77.227997,76.0,134.0,146.0,285
0000000029c36345,2021-01-20 03:30:00+05:30,28.57929600000001,77.22796011764707,73.0,127.0,140.0,297
0000000029c36345,2021-01-20 03:45:00+05:30,28.579357,77.22789900000002,71.0,124.0,135.0,281
0000000029c36345,2021-01-20 04:00:00+05:30,28.579348333333336,77.2280868,71.0,123.0,135.0,277
0000000029c36345,2021-01-20 04:15:00+05:30,28.579363,77.228004,73.0,130.0,143.0,260
0000000029c36345,2021-01-20 04:30:00+05:30,28.579443,77.227928,76.0,137.0,151.0,261
0000000029c36345,2021-01-20 04:45:00+05:30,28.58713,77.235501375,77.0,136.0,150.0,303
0000000029c36345,2021-01-20 05:00:00+05:30,28.587029,77.23539,83.0,142.5,155.0,274
0000000029c36345,2021-01-20 05:15:00+05:30,28.579065000000003,77.2306964,71.0,125.0,137.0,271
0000000029c36345,2021-01-20 05:30:00+05:30,28.579048,77.230713,75.0,130.0,143.5,256
0000000029c36345,2021-01-20 05:45:00+05:30,28.5790875,77.230662,71.0,124.0,136.0,255
0000000029c36345,2021-01-20 06:00:00+05:30,28.579128227272726,77.2306375,75.0,129.0,141.0,204
0000000029c36345,2021-01-20 06:15:00+05:30,28.57913,77.230576,74.0,129.0,140.0,221
0000000029c36345,2021-01-20 06:30:00+05:30,28.5791575,77.2307155,75.0,129.5,144.0,194
0000000029c36345,2021-01-20 06:45:00+05:30,28.579161035714286,77.23066700000003,69.0,124.5,139.0,234
0000000029c36345,2021-01-20 07:00:00+05:30,28.579248,77.230637,75.0,131.0,146.0,269
0000000029c36345,2021-01-20 07:15:00+05:30,28.579227000000003,77.23050621428574,76.0,132.0,146.0,145
0000000029c36345,2021-01-20 07:30:00+05:30,28.579534571428574,77.22603042857142,98.5,176.0,194.0,8
0000000029c36345,2021-01-20 07:45:00+05:30,28.57945413043479,77.22600600000001,73.0,131.0,146.0,109
0000000029c36345,2021-01-20 08:00:00+05:30,28.555824000000005,77.271126,81.0,144.0,159.0,217
0000000029c36345,2021-01-20 08:15:00+05:30,28.51949725,77.29462799999999,76.0,138.0,154.0,164
0000000029c36345,2021-01-20 08:30:00+05:30,28.490641866666664,77.30389050000001,71.5,130.0,149.0,10
0000000029c36345,2021-01-20 09:00:00+05:30,28.500326,77.301353,75.0,132.0,144.0,19
0000000029c36345,2021-01-20 09:15:00+05:30,28.536025,77.284889,79.0,139.0,156.0,211
0000000029c36345,2021-01-20 09:30:00+05:30,28.547274,77.27756500000001,89.0,153.0,171.0,158
0000000029c36345,2021-01-20 09:45:00+05:30,28.565153,77.23819,76.0,131.0,144.0,131
0000000029c36345,2021-01-20 10:00:00+05:30,28.589225499999998,77.23987199999999,81.0,141.0,155.0,154
0000000029c36345,2021-01-20 10:15:00+05:30,28.629377,77.240944,85.0,149.0,165.0,133
0000000029c36345,2021-01-20 10:30:00+05:30,28.662964000000002,77.23393250000001,91.0,156.0,171.0,240
0000000029c36345,2021-01-20 10:45:00+05:30,28.6605936,77.23608689999998,84.0,144.0,160.5,124
0000000029c36345,2021-01-20 11:00:00+05:30,28.6486425,77.239855,85.0,147.0,159.0,216
0000000029c36345,2021-01-20 11:15:00+05:30,28.628454,77.241318,91.0,156.0,170.0,241
0000000029c36345,2021-01-20 11:30:00+05:30,28.60188144444445,77.2401734,93.0,165.0,183.0,143
0000000029c36345,2021-01-20 11:45:00+05:30,28.562727,77.250206,83.0,140.0,150.0,39
0000000029c36345,2021-01-20 12:00:00+05:30,28.5070536,77.299706,75.5,126.0,138.5,24
0000000029c36345,2021-01-20 12:15:00+05:30,28.492354666666664,77.3034595,77.0,131.0,145.0,54
0000000029c36345,2021-01-20 12:30:00+05:30,28.492306,77.303375,67.0,113.0,121.0,41
0000000029c36345,2021-01-20 13:00:00+05:30,28.492241,77.30338675,91.5,155.0,163.0,176
0000000029c36345,2021-01-20 13:15:00+05:30,28.49226,77.303436,85.0,140.0,149.0,69
0000000029c36345,2021-01-20 14:00:00+05:30,28.492060000000002,77.30324375000001,66.0,108.0,116.5,58
0000000029c36345,2021-01-20 14:15:00+05:30,28.519979,77.294762,71.0,118.0,127.0,93
0000000029c36345,2021-01-20 14:30:00+05:30,28.545826,77.278198,73.0,120.0,130.0,75
0000000029c36345,2021-01-20 14:45:00+05:30,28.563993,77.250153,71.0,117.0,127.0,115
0000000029c36345,2021-01-20 15:00:00+05:30,28.590554141304352,77.239769,72.0,118.0,127.0,72
0000000029c36345,2021-01-20 15:15:00+05:30,28.616627,77.24051700000003,74.0,126.0,135.0,23
0000000029c36345,2021-01-20 16:00:00+05:30,28.658613,77.236824,78.0,118.0,130.0,1
0000000029c36345,2021-01-20 17:00:00+05:30,28.56054714285714,77.26141849999999,77.0,128.0,138.0,226
